idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
299,60.7,-0.234,0.631,37.29,10.7,0.093,0.1306,0.1501,,0
300,1.3,-0.599,0.712,-10.26,12.07,0.2719,0.1473,0.104,,0
301,130.6,-1.257,0.633,9.06,10.72,0.1228,0.1309,0.1148,,0
302,233.9,-0.428,0.783,8.83,13.27,0.2004,0.162,0.0738,,0
303,565.7,-2.132,0.583,50.23,9.88,0.1961,0.1207,0.4621,,1
304,244.6,1.304,0.875,27.34,14.83,0.0734,0.1811,0.1203,,0
305,626.3,-2.122,0.564,35.26,9.57,0.6571,0.1168,0.066,,0
306,15.1,0.609,0.591,-16.46,10.02,0.0981,0.1223,0.1204,,0
307,569.9,-1.604,0.242,5.4,4.11,-0.0406,0.0501,0.6396,,1
308,1.5,-1.441,0.632,-7.38,10.71,-0.0519,0.1307,0.1381,,0
309,158.9,-0.648,0.778,23.52,13.18,-0.3478,0.1609,0.1342,,0
310,30.1,-0.707,0.384,8.74,6.51,0.0068,0.0794,0.1866,,0
311,459.7,0.227,1.114,45.64,18.89,0.1904,0.2306,0.1021,,0
312,388.9,-0.268,0.586,36.76,9.93,-0.0121,0.1212,0.2071,,0
313,576.7,-2.04,0.528,45.65,8.94,0.2926,0.1092,0.443,,1
314,174.3,-3.279,0.542,18.87,9.18,0.4996,0.1121,0.1069,,0
315,41.1,-0.589,0.466,16.58,7.9,0.1427,0.0965,0.1845,,0
316,362.8,-2.252,0.475,28.41,8.05,0.3359,0.0983,0.152,,0
317,44.7,-0.062,0.54,-2.56,9.15,0.0313,0.1117,0.1898,,0
318,346.7,0.383,0.611,47.49,10.35,-0.0106,0.1264,0.1219,,0
319,167.9,-0.611,0.785,25.11,13.31,-0.1794,0.1624,0.1233,,0
320,256.7,-2.26,0.283,15.92,4.8,0.2052,0.0585,0.54,,1
321,584.3,-2.671,0.51,41.04,8.64,0.0937,0.1055,0.3838,,1
322,65.8,0.924,0.719,22.47,12.19,-0.0471,0.1488,0.1386,,0
323,26.1,-1.476,0.507,-5.37,8.6,0.16,0.105,0.2065,,0
324,22.3,-1.325,0.516,7.35,8.74,0.0977,0.1067,0.1692,,0
325,132.4,-0.778,0.728,4.64,12.33,0.1273,0.1505,0.1821,,0
326,3.1,-1.381,0.666,-8.0,11.28,0.145,0.1377,0.0869,,0
327,419.2,-2.927,0.727,27.26,12.32,0.3707,0.1504,0.1411,,0
328,494.7,-2.466,0.49,18.5,8.31,0.2281,0.1014,0.1851,,0
329,225.5,-2.25,0.276,19.54,4.68,0.3387,0.0572,0.4955,,1
330,373.8,-1.891,0.516,17.35,8.75,0.373,0.1068,0.2046,,0
331,31.9,-0.435,0.313,4.91,5.31,0.2383,0.0648,0.564,,1
