idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
213,39.1,-1.799,1.405,-54.8,26.31,-0.5676,0.3048,0.087,,0
214,470.9,2.064,0.809,3.57,15.15,0.1778,0.1755,0.0876,,0
215,141.0,0.76,1.535,-39.83,28.75,-1.2512,0.3331,0.043,,0
216,220.4,0.005,1.094,0.35,20.48,-0.7115,0.2373,0.2149,,0
217,677.4,-1.209,1.34,16.05,25.1,0.0253,0.2908,0.1389,,0
218,269.1,0.279,0.574,37.47,10.76,0.6248,0.1246,0.3249,,0
219,466.6,1.139,0.152,15.18,2.84,0.3754,0.0329,0.8824,,1
220,461.0,0.355,0.531,-6.15,9.95,0.3677,0.1153,0.6156,,1
221,457.2,0.761,0.163,24.64,3.05,0.4115,0.0353,0.868,,1
222,411.2,0.686,1.31,6.45,24.53,0.0115,0.2842,0.2228,,0
223,372.7,-0.316,0.939,-40.73,17.59,-1.0465,0.2038,0.0506,,0
224,362.4,-0.313,0.934,-40.89,17.48,-1.0477,0.2026,0.0536,,0
225,463.1,1.408,0.308,19.22,5.77,0.3034,0.0669,0.6255,,1
226,219.4,0.509,1.382,-8.62,25.89,-0.7381,0.2999,0.034,,0
227,386.8,0.872,1.077,-8.89,20.18,-0.4544,0.2338,0.251,,0
228,403.1,1.237,1.274,18.43,23.86,-0.0272,0.2764,0.1619,,0
229,74.5,-0.79,1.146,5.96,21.46,-0.545,0.2487,0.0722,,0
230,647.1,-2.382,1.412,-12.06,26.45,-0.4373,0.3064,0.1282,,0
231,182.4,0.4,0.438,41.0,8.21,0.2968,0.0951,0.4168,,1
232,334.1,-0.528,0.954,-44.89,17.87,-1.2987,0.2071,0.0956,,0
233,23.4,0.306,1.16,-47.63,21.73,-0.6823,0.2518,0.1559,,0
234,376.8,0.435,1.052,-40.35,19.71,-0.6534,0.2283,0.0885,,0
235,90.0,0.375,0.471,45.39,8.83,0.5537,0.1023,0.7093,,1
236,200.0,1.042,0.316,30.09,5.91,0.2511,0.0685,0.63,,1
237,701.5,-1.813,1.307,19.75,24.48,0.2455,0.2836,0.1073,,0
238,444.2,-0.241,0.378,41.63,7.08,-0.0538,0.0821,0.4468,,1
239,228.6,-0.267,0.282,37.5,5.29,0.3961,0.0613,0.6705,,1
240,340.8,-0.243,0.953,-79.65,17.86,-1.1849,0.2069,0.1143,,0
241,348.0,-0.193,0.96,-77.37,17.97,-1.4976,0.2082,0.0817,,0
242,65.5,0.195,1.123,-20.59,21.04,-0.4739,0.2438,0.059,,0
243,436.9,-0.082,0.435,9.86,8.15,0.6098,0.0944,0.5812,,1
244,347.3,-0.162,1.218,-41.86,22.81,-0.7153,0.2643,0.0859,,0
245,107.7,0.136,0.443,47.5,8.3,0.585,0.0961,0.6998,,1
246,471.9,1.107,0.234,26.87,4.39,0.3415,0.0508,0.7403,,1
247,381.0,-0.43,1.664,18.87,31.17,-0.4424,0.3611,0.2272,,0
248,27.3,2.063,0.818,14.16,15.32,0.0564,0.1775,0.3541,,1
249,507.7,0.584,0.355,62.75,6.65,0.2921,0.0771,0.5328,,1
250,7.2,2.275,1.015,8.81,19.01,0.0054,0.2203,0.1811,,0
251,271.2,0.786,0.545,8.3,10.21,0.311,0.1183,0.1769,,0
252,178.4,1.106,0.27,30.87,5.05,0.3672,0.0585,0.6729,,1
253,193.5,0.102,1.084,2.88,20.3,-0.7168,0.2352,0.1122,,0
254,23.0,-1.036,1.414,-47.11,26.48,-0.3891,0.3068,0.1644,,0
255,616.3,1.16,0.559,-0.69,10.47,0.3367,0.1213,0.3156,,0
256,444.9,0.943,0.263,14.17,4.92,0.1979,0.057,0.7548,,1
257,374.8,0.363,1.052,-45.13,19.71,-0.7833,0.2284,0.1107,,0
258,351.9,0.09,0.928,-50.72,17.38,-1.0933,0.2014,0.1328,,0
259,240.2,0.82,0.659,25.08,12.35,0.1404,0.1431,0.1281,,0
260,468.5,1.21,0.155,13.42,2.9,0.3538,0.0336,0.8744,,1
261,320.6,0.334,0.991,-63.57,18.57,-1.2228,0.2151,0.0948,,0
262,703.6,-3.691,1.242,43.13,23.26,-0.0474,0.2695,0.1069,,0
263,100.7,0.363,0.503,44.74,9.43,0.5776,0.1092,0.6343,,1
264,379.3,-1.103,1.923,20.99,36.02,-0.7562,0.4173,0.2646,,0
265,692.1,-1.501,1.269,14.75,23.77,-0.0776,0.2754,0.0727,,0
266,465.1,0.874,0.22,25.13,4.12,0.3174,0.0477,0.7611,,1
267,454.0,1.428,0.182,8.85,3.41,0.3355,0.0395,0.8379,,1
268,242.4,0.588,0.469,47.51,8.78,0.6807,0.1017,0.7372,,1
269,355.1,0.188,1.061,-43.71,19.88,-0.8709,0.2303,0.1266,,0
270,314.4,-0.213,0.362,0.89,6.78,0.1843,0.0785,0.5799,,1
271,351.7,-0.005,0.964,-72.26,18.05,-1.2274,0.2091,0.1225,,0
272,302.9,-0.782,1.35,-92.04,25.28,-1.4917,0.2929,0.1621,,0
273,71.8,0.404,0.774,41.19,14.51,0.4795,0.168,0.1521,,0
