idx,dist_to_deck_m,velocity_mm_yr,sigma_v,height_dh_m,sigma_dh,thermal_mm_per_C,sigma_thermal,temporal_coherence,asi,is_ps
1394,748.9,0.302,0.248,8.69,4.67,-0.0044,0.0539,0.7208,,1
1395,401.9,-0.233,0.228,5.86,4.29,-0.0025,0.0495,0.8769,,1
1396,80.0,0.038,0.302,-22.98,5.67,-0.0766,0.0654,0.6905,,1
1397,370.4,-0.452,0.237,-9.5,4.46,-0.1473,0.0515,0.7577,,1
1398,909.0,0.414,0.595,11.77,11.2,-0.2781,0.1292,0.301,,0
1399,40.5,0.679,0.371,5.23,6.97,0.0458,0.0805,0.6939,,1
1400,853.9,-0.206,0.466,9.28,8.76,-0.1663,0.101,0.3871,,1
1401,524.7,1.505,0.455,-18.63,8.56,-0.3103,0.0988,0.4222,,1
1402,181.4,0.187,1.614,12.65,30.35,0.3696,0.3502,0.1408,,0
1403,359.0,0.244,0.307,-14.84,5.78,0.0667,0.0666,0.6328,,1
1404,135.3,0.696,0.549,-20.62,10.33,0.1409,0.1192,0.4729,,1
1405,604.2,-0.992,0.977,-7.91,18.38,0.073,0.212,0.2265,,0
1406,458.9,-0.504,0.443,-13.85,8.33,-0.4672,0.096,0.5614,,1
1407,678.4,0.406,0.531,14.95,9.99,-0.103,0.1152,0.4632,,1
1408,560.4,-0.008,0.324,-10.79,6.09,-0.37,0.0702,0.8287,,1
1409,443.8,-1.292,0.501,35.36,9.43,0.2497,0.1088,0.5252,,1
1410,616.6,-1.632,0.478,28.48,8.99,-0.1377,0.1038,0.3825,,1
1411,92.8,-0.092,0.348,13.21,6.55,0.0047,0.0756,0.7568,,1
1412,422.6,-0.719,0.358,5.7,6.74,-0.0105,0.0777,0.8267,,1
1413,152.1,0.806,1.206,44.72,22.68,0.7763,0.2617,0.0664,,0
1414,24.2,0.843,0.307,-1.64,5.77,-0.1774,0.0666,0.6449,,1
1415,0.7,0.187,0.393,-2.8,7.39,0.1359,0.0852,0.5067,,1
1416,391.1,1.091,0.689,-6.5,12.97,-0.2762,0.1496,0.1965,,0
1417,336.4,0.144,0.391,-19.38,7.36,0.1007,0.0849,0.7533,,1
1418,55.7,0.254,0.703,-10.35,13.23,0.1872,0.1526,0.0742,,0
1419,329.8,-0.551,0.894,29.61,16.81,0.1141,0.1939,0.5763,,1
1420,236.5,1.293,0.638,5.33,12.01,0.0606,0.1385,0.4355,,1
1421,293.1,0.758,0.26,7.84,4.88,0.3343,0.0563,0.7579,,1
1422,314.8,-0.197,0.285,5.97,5.36,-0.0775,0.0618,0.7887,,1
1423,574.3,-0.605,0.252,39.75,4.74,0.0469,0.0547,0.7272,,1
1424,291.2,0.844,0.271,-19.39,5.09,-0.129,0.0587,0.702,,1
1425,612.9,-0.676,0.387,-10.7,7.28,-0.2672,0.084,0.8053,,1
1426,227.4,0.498,0.427,-21.84,8.03,-0.2994,0.0927,0.4321,,1
1427,430.9,-0.449,0.555,-2.27,10.44,0.0763,0.1204,0.2438,,0
1428,373.6,-1.089,0.381,-19.24,7.17,-0.3072,0.0828,0.6058,,1
1429,420.7,-1.558,0.863,-18.16,16.23,-0.1615,0.1873,0.1864,,0
1430,144.2,-0.12,0.263,20.29,4.95,0.1955,0.0571,0.8193,,1
1431,13.7,-1.224,1.858,31.6,34.94,0.2489,0.4031,0.2535,,0
1432,134.1,0.622,0.416,0.17,7.82,0.002,0.0902,0.4307,,1
1433,904.6,0.335,0.507,16.24,9.54,-0.2304,0.1101,0.3232,,0
1434,375.6,-0.474,0.53,0.63,9.97,-0.1835,0.115,0.3771,,1
1435,507.5,-0.545,0.417,-3.44,7.85,-0.0937,0.0905,0.3541,,1
1436,106.9,-0.25,0.437,-28.29,8.22,-0.4179,0.0948,0.4333,,1
1437,534.8,0.213,0.504,-17.8,9.49,-0.1256,0.1095,0.4815,,1
1438,262.2,0.8,0.381,-7.07,7.16,-0.1234,0.0826,0.5456,,1
1439,747.3,-0.963,1.208,21.31,22.72,-0.1823,0.2621,0.0791,,0
1440,198.5,1.833,0.749,-31.61,14.09,-0.3743,0.1626,0.2317,,0
1441,491.8,-0.734,0.369,30.39,6.94,0.0513,0.0801,0.6526,,1
1442,150.7,0.646,0.469,-8.42,8.81,-0.0376,0.1017,0.5024,,1
1443,307.4,-0.532,0.764,-13.45,14.37,0.0318,0.1658,0.4387,,1
1444,450.4,-1.113,0.527,24.96,9.9,0.0634,0.1143,0.3169,,0
1445,485.6,1.385,0.628,3.89,11.82,-0.4499,0.1363,0.5476,,1
1446,627.3,-0.036,0.189,12.1,3.56,-0.1692,0.0411,0.8166,,1
1447,615.7,0.018,0.276,16.5,5.18,-0.2912,0.0598,0.666,,1
1448,30.2,1.169,1.136,43.68,21.37,0.4566,0.2465,0.2506,,0
1449,22.9,0.282,0.516,12.16,9.71,-0.0309,0.112,0.2561,,0
1450,21.9,0.282,0.516,12.18,9.71,-0.0309,0.112,0.2555,,0
1451,674.8,0.095,0.669,18.69,12.59,0.0913,0.1452,0.1369,,0
1452,270.9,0.933,0.487,-3.49,9.16,-0.0405,0.1057,0.5544,,1
1453,616.4,1.283,0.66,4.64,12.41,-0.2388,0.1431,0.17,,0
1454,503.9,-1.127,0.407,5.22,7.66,-0.2951,0.0883,0.4796,,1
1455,151.5,1.054,0.559,-6.93,10.51,0.055,0.1212,0.5821,,1
1456,11.7,0.189,1.187,26.84,22.34,1.0869,0.2577,0.165,,0
1457,612.8,0.315,0.299,12.02,5.63,-0.1686,0.0649,0.6185,,1
1458,586.4,0.308,0.569,3.28,10.7,0.3596,0.1234,0.2754,,0
1459,554.6,-0.212,0.187,-7.2,3.53,0.0347,0.0407,0.8302,,1
1460,46.3,0.369,0.438,-7.65,8.24,-0.0265,0.0951,0.3585,,1
1461,607.3,1.867,1.662,-68.25,31.26,0.3003,0.3606,0.0991,,0
1462,83.6,-0.263,0.186,-15.12,3.5,-0.2263,0.0404,0.8476,,1
1463,776.8,-0.38,1.085,19.23,20.4,0.0577,0.2354,0.3188,,0
1464,437.9,-0.544,0.373,3.28,7.02,-0.0052,0.081,0.8725,,1
1465,22.5,0.842,0.327,-10.3,6.15,-0.12,0.0709,0.7216,,1
1466,134.0,-0.56,0.591,7.19,11.12,0.289,0.1283,0.1133,,0
1467,758.9,-0.479,0.203,-2.83,3.81,-0.1826,0.044,0.8011,,1
1468,514.4,-0.829,0.216,44.28,4.07,0.0861,0.0469,0.7837,,1
1469,213.7,0.319,0.285,-19.69,5.37,-0.0904,0.0619,0.8397,,1
1470,676.1,0.386,0.398,8.5,7.49,0.3403,0.0864,0.5794,,1
1471,773.4,-0.71,0.156,5.07,2.94,-0.1215,0.0339,0.8761,,1
1472,702.0,0.683,0.332,-5.27,6.24,-0.179,0.072,0.6864,,1
1473,280.3,0.951,0.769,-4.3,14.47,-0.0072,0.1669,0.2918,,0
1474,201.9,0.789,0.306,6.76,5.76,-0.0118,0.0665,0.7956,,1
1475,416.7,-0.796,0.617,43.2,11.6,0.4156,0.1338,0.1676,,0
1476,326.1,0.048,0.257,-7.98,4.83,0.0073,0.0557,0.7812,,1
1477,28.0,1.616,0.979,31.16,18.42,0.2961,0.2124,0.3181,,0
1478,128.8,0.124,0.236,6.01,4.44,0.0202,0.0512,0.7607,,1
1479,299.9,2.545,1.605,8.42,30.19,0.5038,0.3483,0.1243,,0
1480,710.9,-0.801,0.308,4.09,5.79,-0.3448,0.0667,0.6043,,1
1481,583.6,1.087,0.483,2.89,9.09,0.4978,0.1049,0.3999,,1
1482,379.3,-1.217,0.371,-14.88,6.98,-0.3103,0.0805,0.551,,1
1483,39.4,-0.285,1.204,29.48,22.65,0.1336,0.2613,0.2334,,0
1484,137.3,0.883,0.68,-25.95,12.78,-0.3512,0.1475,0.3393,,0
1485,390.9,0.037,0.261,-11.27,4.91,-0.1786,0.0566,0.7127,,1
1486,5.9,-2.464,1.756,22.15,33.03,0.1361,0.3811,0.1351,,0
1487,193.2,0.463,0.439,3.92,8.26,-0.0383,0.0953,0.5533,,1
1488,63.4,0.362,1.436,6.01,27.02,1.0346,0.3117,0.183,,0
1489,397.1,1.109,0.899,-34.36,16.91,0.0765,0.1951,0.1831,,0
1490,195.5,0.354,0.352,-0.28,6.62,-0.0149,0.0764,0.6639,,1
1491,3.9,-0.981,1.704,31.6,32.05,0.4244,0.3697,0.3855,,1
1492,276.8,0.481,0.919,11.66,17.28,-0.0691,0.1993,0.2339,,0
1493,317.2,0.273,0.274,-19.17,5.15,-0.227,0.0595,0.6725,,1
1494,20.6,1.468,1.1,13.02,20.69,0.1927,0.2386,0.1529,,0
1495,485.0,-0.322,0.651,4.3,12.24,-0.1594,0.1412,0.5327,,1
1496,617.9,-0.265,0.314,-7.31,5.91,-0.2239,0.0682,0.6576,,1
1497,270.9,1.095,0.491,-20.18,9.24,0.0766,0.1066,0.5522,,1
1498,403.0,-1.391,0.431,30.81,8.11,0.1946,0.0935,0.698,,1
1499,305.5,1.036,1.477,11.53,27.77,-0.065,0.3204,0.0788,,0
1500,157.4,0.602,0.337,12.42,6.35,0.1848,0.0732,0.7123,,1
1501,484.8,-0.991,0.486,20.24,9.14,0.0023,0.1054,0.3039,,0
1502,152.7,-0.144,0.934,-29.36,17.57,-0.1598,0.2027,0.0909,,0
1503,329.9,-0.104,0.395,-5.32,7.42,0.0456,0.0856,0.5045,,1
1504,674.2,0.172,0.296,5.02,5.57,0.0971,0.0642,0.7405,,1
1505,534.3,0.787,0.872,-9.69,16.4,-0.5678,0.1892,0.2207,,0
1506,412.4,-0.633,0.42,5.37,7.89,-0.1861,0.0911,0.5215,,1
1507,731.6,-0.186,0.442,-3.74,8.31,-0.2015,0.0959,0.358,,1
1508,420.1,-0.286,0.642,-5.79,12.08,-0.2512,0.1393,0.0784,,0
1509,544.0,-0.198,0.462,18.25,8.7,0.1695,0.1003,0.4474,,1
1510,254.8,-0.828,0.173,25.04,3.26,0.326,0.0376,0.8503,,1
1511,301.1,0.49,0.228,6.41,4.3,0.0153,0.0496,0.7434,,1
1512,281.1,0.609,0.24,-7.87,4.52,-0.043,0.0521,0.7853,,1
1513,129.4,0.233,0.669,-7.06,12.57,-0.0445,0.1451,0.554,,1
1514,355.0,-0.194,0.296,26.1,5.57,0.0551,0.0642,0.7134,,1
1515,128.7,0.195,0.427,7.17,8.03,0.0694,0.0926,0.6969,,1
1516,33.7,2.677,1.012,31.09,19.04,0.2265,0.2196,0.4073,,1
1517,120.7,0.395,0.466,33.74,8.76,0.2863,0.1011,0.7585,,1
1518,495.3,-0.639,0.447,-6.53,8.41,-0.3494,0.0971,0.3728,,1
1519,504.7,0.592,0.628,-13.35,11.81,-0.252,0.1362,0.3144,,0
1520,362.8,-0.484,0.473,-36.23,8.89,-0.391,0.1026,0.2175,,0
1521,255.2,0.243,0.494,-4.55,9.29,0.1031,0.1072,0.7513,,1
1522,170.4,0.859,0.657,-16.06,12.35,-0.1488,0.1425,0.2458,,0
1523,75.1,1.699,1.593,0.54,29.96,0.7167,0.3456,0.2017,,0
